         2636495 function calls (2508677 primitive calls) in 34.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/codecache.py:3248(LambdaFuture)
        5    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/profile_muzero.py:353(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/glob.py:224(_join)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/weakref.py:427(__setitem__)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3185(_min_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/ml_dtypes/_finfo.py:45(_Bfloat16MachArLike)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_stablehlo_ops_gen.py:4108(ReplicaIdOp)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/partial_eval.py:1180(Offloadable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/state/types.py:68(ReadEffect)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/partial_eval.py:1177(SaveableType)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:1170(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:866(_DomainTan)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:937(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:874(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/pjit.py:1108(PytreeLeaf)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/callback.py:412(IOEffect)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/cloudpickle/cloudpickle.py:488(instance)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/symbolic_convert.py:304(ReturnValueOp)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/numbers.py:3111(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/logic/boolalg.py:340(__hash__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/coreerrors.py:4(BaseCoreError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polyoptions.py:361(Field)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/simpledomain.py:7(SimpleDomain)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/gaussiandomains.py:209(GaussianRational)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/ntheory/qs.py:47(FactorBaseElem)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/sets/handlers/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/agca/homomorphisms.py:574(SubModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/hyperexpand.py:949(Operator)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/hyperexpand.py:1009(ShiftA)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/hyperexpand.py:1076(UnShiftB)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/hyperexpand.py:1129(MeijerShiftB)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/diophantine/diophantine.py:256(Linear)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/diophantine/diophantine.py:782(HomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:37(ODEMatchError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:2014(SecondHypergeometric)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:2194(NthLinearConstantCoeffVariationOfParameters)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:2574(NthLinearEulerEqNonhomogeneousUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:2669(SecondLinearBessel)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_numpy/_dtypes.py:110(uint8)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/trace_rules.py:3029(_polyfilled_function_ids)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/bytecode_transformation.py:88(_NotProvided)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:1099(_checkpoint_hook)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:1270(_CachingTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_flat_param.py:206(_FlatParameterMeta)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_common.py:81(HSDPMeshInfo)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/higher_order_ops.py:1540(ExecutorchCallDelegateHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/higher_order_ops.py:1706(WrapWithSetGradEnabledHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/higher_order_ops.py:1591(FunctorchHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/misc.py:1578(RandomClassVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/torch_function.py:203(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/runtime_wrappers.py:653(EffectTokensWrapper)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/xla_client.py:744(PaddingConfig)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_stablehlo_ops_gen.py:18(_Dialect)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/util.py:362(WrapKwArgs)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/pretty_printer.py:128(_BreakDoc)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/layout.py:27(AutoLayout)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/monitoring.py:35(EventDurationListenerWithMetadata)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/linalg.py:56(SlogdetResult)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/libmp/libhyper.py:43(NoConvergence)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/optimization.py:58(Secant)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/optimization.py:213(Muller)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/sympify.py:39(CantSympify)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/kind.py:48(Kind)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/strategies/rl.py:10(rm_id)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/hyperexpand.py:1035(UnShiftA)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/solveset.py:68(NonlinearError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/diophantine/diophantine.py:695(HomogeneousTernaryQuadraticNormal)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/geometry/line.py:2362(Segment2D)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/plotting/series.py:2104(ContourSeries)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_numpy/_dtypes.py:59(floating)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/base.py:132(AttributeMutationExisting)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:1165(_VersionWrapper)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/device_interface.py:28(device)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_common_utils.py:118(_FSDPState)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/misc.py:1559(NumpyDTypeVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/io_adapter.py:83(OutputAdaptStep)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/script_object.py:13(_raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/exc.py:56(LoweringException)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/glob.py:111(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/arrayprint.py:952(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/xla_client.py:660(CustomTypeIdHandler)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/xla_client.py:778(DotDimensionNumbers)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/xla_client.py:824(ConvolutionDimensionNumbers)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mosaic/dialect/gpu/_mosaic_gpu_gen_ops.py:18(_Dialect)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_stablehlo_ops_gen.py:3539(PartitionIdOp)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/pretty_printer.py:138(_GroupDoc)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/socketserver.py:847(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:905(_DomainGreater)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/dispatch.py:226(SourceInfo)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/batching.py:963(AxisPrimitiveBatchersProxy)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_chlo_ops_gen.py:18(_Dialect)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/index_tricks.py:289(CClass)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/debugger/core.py:50(_CantFlatten)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/index_tricks.py:97(_Ogrid)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/config.py:1361(test_configs)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/functions/rszeta.py:53(RSCache)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/quadrature.py:389(GaussLegendre)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/optimization.py:290(Bisection)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/utilities/iterables.py:3015(NotIterable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/assumptions.py:497(getit)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polyoptions.py:42(Flag)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polyoptions.py:59(OptionType)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polyoptions.py:370(Greedy)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/groundtypes.py:21(_GMPYInteger)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/matrices/exceptions.py:13(DMError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/dense.py:114(MutableDenseMatrix)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/utilities.py:7(DotProdSimpState)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/numberfields/exceptions.py:39(StructureError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/numberfields/exceptions.py:47(MissingUnityError)
